KIC,Teff,log(g),Mass,Prot,e_Prot,n_Prot,Rper,LPH,w,Ref,_RA,_DE,kepid,kepmag,dutycycle,dataspan,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,cdppslplong,cdppslpshrt,r,logr
5906771,5967,4.42,1.0969,3.072,0.019,   ,2622.84,0.724,0.4435,0,299.36661,41.11655,5906771,13.905,0.8735,1458.931,160.745,150.529,150.005,148.244,149.755,153.551,156.314,163.251,173.711,181.853,191.065,200.69,203.943,217.361,0.32768,0.04451,2622.84,3.418771798315665
5907353,5849,4.37,1.0619,13.638,0.128,   ,2459.26,0.579,0.4191,0,299.48569,41.11839,5907353,13.121,0.8737,1458.931,92.818,83.574,79.57899999999998,75.114,72.691,68.593,67.036,65.206,63.738,63.137,63.357,64.105,64.591,66.836,0.06505,-0.4656799999999999,2459.26,3.3908044460206015
5907373,5102,4.4,0.8607,16.872,0.039,   ,10109.84,1.039,0.6144,0,299.49026,41.1095,5907373,13.524,0.8736,1458.931,119.628,107.577,102.325,96.437,93.363,87.777,85.531,83.19499999999998,81.888,81.43899999999998,82.40699999999998,84.203,84.915,88.81999999999998,0.11595,-0.4764499999999999,10109.84,4.004744282429086
5907636,5580,4.29,0.9863,21.774,1.035,   ,3161.25,0.584,0.4043,0,299.55106,41.16073,5907636,14.25,0.8735,1458.931,176.191,156.949,148.263,138.651,132.43,121.987,117.978,112.67,106.292,102.166,100.197,99.123,98.47300000000001,96.73500000000001,-0.1311799999999999,-0.5713,3161.25,3.4998588423524613
5907868,5338,4.41,0.9219,22.878,0.108,   ,6767.69,0.916,0.5438,0,299.59869,41.13987,5907868,14.927,0.8732999999999999,1458.931,280.717,250.676,236.268,219.694,209.332,192.183,185.871,175.918,166.209,158.978,154.198,150.987,150.303,147.96,-0.17065,-0.60152,6767.69,3.8304404572453885
5907881,5550,4.01,0.9782,21.49,0.833,   ,1188.81,0.548,0.3975,0,299.60083,41.14934,5907881,12.397,0.8731999999999999,1458.931,69.795,62.734,59.586,55.842,53.553,49.628,48.153,46.303,44.676,43.553,42.928,42.564,42.553,42.704,-0.06869,-0.54214,1188.81,3.075112449618513
5936645,4538,4.46,0.711,21.219,0.066,   ,7066.22,1.159,0.6528,0,282.21921,41.29969,5936645,15.649,0.6908999999999998,1425.884,505.904,453.002,428.06,397.645,377.052,341.176,326.676,304.212,280.614,264.17,252.174,243.808,241.43,229.777,-0.2859599999999999,-0.6374499999999999,7066.22,3.8491871546525567
5936852,5681,4.14,1.0141,10.79,0.159,   ,1848.16,0.566,0.3652,0,282.33792,41.21755,5936852,11.33,0.6911,1425.884,45.666,43.211,43.126,42.106,41.586,40.428,39.964,39.424,39.779,40.06,40.847,41.968,42.4,44.848,0.16957,-0.1823599999999999,1848.16,3.2667395665102665
5937224,5715,4.46,1.0236,6.619,0.017,   ,13322.71,1.505,0.7602,0,282.52774,41.25744,5937224,15.393,0.691,1425.884,426.714,387.039,370.603,350.323,339.96,322.906,317.194,310.0,307.201,308.971,315.172,324.052,327.83,346.911,0.17265,-0.4364199999999999,13322.71,4.124592574559218
5937709,6097,4.14,1.1372,4.272,0.057,   ,1433.91,0.452,0.3067,0,282.75012,41.2941,5937709,13.579,0.691,1425.884,125.337,114.31,110.534,106.034,104.634,102.834,102.579,103.535,106.667,110.669,115.799,121.237,123.247,131.357,0.30414,-0.26882,1433.91,3.1565218935005492
5938440,5390,3.69,0.9355,25.389,0.654,   ,2890.47,0.77,0.471,0,283.08517,41.22339,5938440,13.209,0.691,1425.884,103.26,93.909,89.391,84.485,81.557,75.513,73.081,70.124,67.818,66.437,65.77,65.327,65.608,66.782,-0.02965,-0.5083199999999999,2890.47,3.4609684662203644
5938683,5302,4.45,0.9125,27.516,0.59,   ,3170.61,0.404,0.2999,0,283.20538,41.2407,5938683,15.419,0.6912,1425.884,384.782,340.339,318.009,293.937,278.423,251.263,240.528,225.192,206.745,194.74,184.34,177.159,175.621,166.747,-0.31244,-0.6645699999999999,3170.61,3.5011428250405014
5939072,4434,4.61,0.6816,23.728,0.296,   ,16094.57,1.136,0.6255,0,283.40204,41.26566,5939072,15.826,0.6911,1425.884,537.253,483.682,458.53,428.744,408.652,375.291,361.032,340.881,317.726,298.366,286.09,276.91,275.49,272.416,-0.2308999999999999,-0.58249,16094.57,4.2066793780939
5939163,5542,4.56,0.976,22.079,2.99,   ,3172.52,0.425,0.3299,0,283.44324,41.29794,5939163,15.713,0.687,1387.625,447.906,394.015,367.439,340.141,323.012,292.591,280.558,261.008,239.87,224.906,212.864,204.517,202.123,191.983,-0.32296,-0.64849,3172.52,3.5014043686271865
5939623,5447,4.22,0.9506,16.79,0.092,   ,12137.47,0.966,0.6085,0,283.62354,41.28948,5939623,13.62,0.6911,1425.884,124.45,112.963,107.511,101.68,98.743,93.529,91.455,89.992,88.23399999999998,88.209,89.831,91.22900000000001,91.797,95.644,0.11452,-0.4491399999999999,12137.47,4.084128169478322
5939736,5170,3.79,0.8782,31.055,2.177,   ,1595.91,0.454,0.3005,0,283.68402,41.2619,5939736,13.826,0.6907999999999999,1425.884,135.41,121.087,113.904,106.098,101.399,92.3,89.00199999999998,84.114,79.51999999999998,75.89499999999998,73.443,71.97,71.747,69.317,-0.19367,-0.60828,1595.91,3.203008396033836
5939919,5567,4.35,0.9828,16.26,0.187,   ,6795.23,1.008,0.6049,0,283.77982,41.21975,5939919,14.951,0.691,1425.884,282.985,255.55,245.019,231.16,222.338,208.32,203.041,196.854,190.471,185.333,183.225,181.958,181.448,180.311,-0.07699,-0.4852699999999999,6795.23,3.8322041610008686
5940173,5353,4.59,0.9258,15.265,0.026,   ,16403.73,1.583,0.7019,0,283.9057,41.20861,5940173,15.435,0.6912,1425.884,378.642,335.044,312.747,289.421,274.496,250.172,240.565,227.326,215.903,206.814,200.018,195.389,193.754,189.187,-0.19313,-0.6446699999999999,16403.73,4.21494261232996
5940176,5548,4.43,0.9776,7.002,0.006,   ,12210.37,1.405,0.7486,0,283.90649,41.25201,5940176,14.478,0.6912,1425.884,223.571,205.22,199.35,190.887,187.17,180.781,177.913,175.441,176.341,178.122,181.834,187.588,189.408,200.523,0.18295,-0.31979,12210.37,4.086728824184331
5940344,5558,4.43,0.9803,22.241,0.686,   ,3572.11,0.49,0.3595,0,283.98898,41.21133,5940344,14.758,0.6911,1425.884,228.739,205.032,192.925,179.716,171.145,157.292,151.368,143.201,135.76,129.079,125.213,123.327,122.823,119.689,-0.17665,-0.6015099999999999,3572.11,3.5529248241407663
5941062,5563,4.64,0.9817,17.682,0.104,   ,10926.84,0.943,0.5748,0,284.35687,41.29944,5941062,13.797,0.691,1425.884,127.049,114.793,108.678,102.017,98.698,93.755,91.493,89.06399999999998,87.09099999999998,86.79099999999998,88.20699999999998,90.121,90.833,95.384,0.12934,-0.4798999999999999,10926.84,4.038494583817422
5941214,4666,4.45,0.7461,19.57,0.686,   ,4935.86,0.741,0.4398,0,284.4353,41.26181,5941214,15.984,0.6562999999999999,1204.954,454.474,399.918,371.768,343.009,323.752,293.545,280.548,262.023,241.95,227.399,215.633,206.439,204.294,193.546,-0.3241399999999999,-0.67325,4935.86,3.6933628329356925
5941510,5113,4.36,0.8635,24.575,0.342,   ,5278.77,0.865,0.5325,0,284.59427,41.22255,5941510,14.934,0.6911,1425.884,258.764,236.023,224.898,210.989,201.476,185.118,177.826,166.8,155.966,148.315,142.351,138.616,137.85,133.685,-0.22425,-0.56813,5278.77,3.722532739874249
5941661,5423,4.53,0.9442,15.844,0.182,   ,3047.47,1.024,0.6351,0,284.67148,41.27773,5941661,14.918,0.6911,1425.884,230.928,206.33,194.128,181.607,174.345,160.419,154.434,145.38,136.401,130.082,125.732,122.375,121.761,119.788,-0.19311,-0.5679899999999999,3047.47,3.483939439016068
5941712,5765,4.54,1.0377,8.353,0.098,   ,1920.34,0.508,0.3238,0,284.69809,41.22302,5941712,14.042,0.691,1425.884,138.617,124.104,117.22,110.026,105.892,99.082,96.399,92.965,90.868,89.977,89.93,90.308,90.658,93.924,0.03891,-0.51944,1920.34,3.283378128209444
5941726,4747,4.47,0.7679,16.548,0.168,   ,14917.14,1.216,0.6915,0,284.70261,41.22826,5941726,15.644,0.656,1204.954,376.791,335.447,315.792,294.532,282.68,264.787,255.132,239.661,224.258,216.527,211.299,209.653,208.865,207.004,-0.11536,-0.5425299999999998,14917.14,4.17368556567819
5941861,5449,4.57,0.9511,22.466,1.814,   ,3562.93,0.459,0.3398,0,284.75702,41.21958,5941861,14.062,0.6908999999999998,1425.884,151.878,138.713,134.302,128.074,123.652,115.114,111.564,107.092,101.742,97.95,95.884,94.46,94.515,93.689,-0.1197899999999999,-0.44771,3562.93,3.5518072899591075
5941911,4584,4.63,0.7238,24.932,0.577,   ,5356.91,0.58,0.3614,0,284.78232,41.22422,5941911,15.687,0.6908999999999998,1425.884,381.167,338.608,317.322,293.652,279.663,256.057,245.53,229.769,214.446,202.578,193.944,188.211,186.498,179.355,-0.25751,-0.6241799999999998,5356.91,3.7289143499697026
5941928,6465,4.41,1.2632,11.553,0.314,SM2,1162.29,0.565,0.3382,0,284.78943,41.24142,5941928,12.193,0.6907999999999999,1425.884,52.345,48.686,47.427,45.545,45.22,43.971,43.447,43.317,43.57,43.713,44.196,44.926,45.122,45.865,0.07843,-0.2609,1162.29,3.065314501278312
5941978,6448,4.46,1.257,2.401,0.512,   ,2872.94,1.249,0.7014,0,284.81607,41.22838,5941978,12.85,0.6907999999999999,1425.884,82.456,77.81999999999998,77.825,76.9,77.649,79.65699999999998,80.879,84.66899999999998,90.296,94.443,99.029,103.892,105.563,112.616,0.3216,0.05224,2872.94,3.4583265560507663
5941980,5197,4.2,0.8852,26.293,0.915,   ,5248.9,0.442,0.3175,0,284.81714,41.20458,5941980,13.481,0.6908999999999998,1425.884,111.444,105.442,104.404,100.454,99.124,94.526,92.85100000000001,90.188,87.432,84.777,83.679,83.084,83.02899999999998,84.74899999999998,-0.05251,-0.2862,5248.9,3.7200682988375084
5942172,4769,4.49,0.7737,14.316,1.288,   ,5316.91,1.083,0.5982,0,284.92029,41.26623,5942172,15.544,0.691,1425.884,323.269,287.556,269.743,250.769,239.791,219.301,211.508,201.029,190.198,182.894,179.286,176.546,176.185,175.491,-0.11841,-0.60491,5316.91,3.7256593090194294
5942176,5700,4.17,1.0194,7.572,0.418,   ,3456.65,0.93,0.5496,0,284.92169,41.24324,5942176,13.657,0.691,1425.884,119.945,110.048,106.894,102.456,100.487,96.873,95.58600000000001,95.134,96.709,98.917,101.374,104.717,106.273,113.072,0.2204,-0.3200399999999999,3456.65,3.5386554076697214
5942225,4612,4.1,0.7314,33.428,0.774,   ,3670.93,0.406,0.2939,0,284.94217,41.25296,5942225,13.608,0.691,1425.884,140.509,136.074,138.502,136.721,135.667,129.61,126.763,122.895,118.778,115.552,113.418,111.764,111.524,111.119,-0.1008,-0.1337599999999999,3670.93,3.5647761031355363
5942346,5414,4.31,0.9419,6.26,0.007,   ,23126.42,1.424,0.7408,0,284.99817,41.24751,5942346,13.262,0.6908999999999998,1425.884,116.251,114.062,118.443,120.43,121.621,121.724,122.552,125.566,131.612,137.516,143.943,149.606,151.388,164.406,0.3123699999999999,0.1859,23126.42,4.36410840862105
5942806,5529,4.53,0.9725,42.691,0.654,   ,2141.89,0.523,0.257,0,285.21646,41.28687,5942806,14.07,0.6908999999999998,1425.884,131.764,117.016,109.704,101.728,96.626,87.59399999999998,84.04399999999998,78.601,72.2,68.061,65.531,63.87,63.325,62.187,-0.21856,-0.64107,2141.89,3.3307971632186657
5942985,4759,4.15,0.7711,6.098,0.013,   ,3710.39,1.255,0.6314,0,285.31226,41.22059,5942985,14.749,0.6882,1425.884,215.029,195.195,185.626,174.47,168.001,156.523,151.837,144.643,137.618,133.331,129.943,127.741,127.226,126.66,-0.12665,-0.51839,3710.39,3.5694195608134596
5943174,4927,4.36,0.8153,15.081,0.078,   ,16438.99,1.244,0.7015,0,285.40799,41.25747,5943174,15.542,0.691,1425.884,350.14,313.778,294.309,274.29,261.943,242.267,234.088,222.847,213.25,207.483,204.524,204.214,204.488,207.238,-0.04478,-0.58767,16438.99,4.215875131275733
5943512,5079,4.41,0.8547,33.031,1.494,   ,3160.24,0.489,0.307,0,285.57172,41.27104,5943512,15.713,0.6562,1204.954,350.194,306.271,284.47,262.043,248.571,224.759,215.047,199.91,183.242,171.176,163.056,155.764,153.414,143.826,-0.3458899999999999,-0.6670899999999998,3160.24,3.499720065756926
5943622,5632,4.03,1.0005,23.754,0.377,   ,1144.47,0.736,0.4444,0,285.62167,41.21818,5943622,11.186,0.6907999999999999,1425.884,36.012,34.073,33.971,33.177,32.831,31.503,30.876,29.876,28.786,27.878,27.584,27.189,27.077,27.236,-0.08427999999999998,-0.20594,1144.47,3.0586044129955177
5943863,5231,4.46,0.894,23.115,0.506,   ,6240.67,0.755,0.5098,0,285.74307,41.21171,5943863,14.313,0.6908999999999998,1425.884,141.272,129.09,124.22,117.25,112.965,105.446,103.013,99.385,97.047,96.46,97.624,98.274,98.746,99.35,0.04054,-0.48615,6240.67,3.7952312181572023
5944337,5946,4.4,1.0906,3.638,0.026,   ,14228.4,1.27,0.6825,0,285.9549,41.26132,5944337,13.932,0.691,1425.884,150.669,144.793,147.042,146.736,149.553,155.438,158.78,168.112,180.02,188.805,197.39,206.497,210.082,224.883,0.31984,0.1882399999999999,14228.4,4.153156065914283
5944563,5447,4.31,0.9506,21.016,3.337,   ,1116.51,0.428,0.3014,0,286.06119,41.26082,5944563,14.299,0.6908999999999998,1425.884,142.34,125.725,117.361,108.571,102.818,93.005,89.366,83.089,77.119,72.879,70.378,68.276,67.678,65.739,-0.2310599999999999,-0.65983,1116.51,3.0478626171749177
5944731,4632,4.54,0.7369,12.133,0.02,   ,5899.79,1.185,0.6307,0,286.15311,41.25378,5944731,15.758,0.691,1425.884,383.157,339.489,316.852,293.215,278.759,254.263,244.984,232.477,218.839,208.499,202.077,197.516,196.431,191.649,-0.19103,-0.6389099999999999,5899.79,3.7708365534278525
5946568,5289,4.64,0.9091,7.063,0.007,   ,21332.32,1.017,0.5529,0,287.00836,41.2891,5946568,12.936,0.8732999999999999,1458.931,86.471,82.503,82.98999999999998,81.91899999999998,82.708,84.09,84.88299999999998,88.155,93.261,97.803,102.943,108.534,110.385,118.971,0.3532199999999999,0.04116,21332.32,4.329038089786381
5946671,5093,4.47,0.8583,29.891,1.781,   ,4463.46,0.671,0.4169,0,287.05719,41.28638,5946671,13.559,0.8732999999999999,1458.931,99.92,88.998,83.97199999999998,78.278,74.85599999999998,68.989,66.609,63.671,60.62,58.742,57.686,56.882,56.771,56.209,-0.10978,-0.5771,4463.46,3.6496716471288972
5949537,5789,4.53,1.0445,2.708,0.075,   ,1827.09,0.481,0.2896,0,288.29056,41.24343,5949537,14.07,0.8732999999999999,1458.931,133.591,124.287,122.947,120.562,121.05,122.777,124.009,128.124,135.49,142.301,150.085,158.121,160.842,171.275,0.3446299999999999,-0.04123,1827.09,3.2617599406424564
5949617,5469,4.64,0.9565,5.358,0.012,   ,2031.92,0.85,0.4832,0,288.32028,41.29558,5949617,15.518,0.8732999999999999,1458.931,282.236,247.851,230.647,213.045,201.904,183.796,175.921,164.688,154.221,145.312,139.75,136.329,135.524,130.182,-0.23896,-0.65222,2031.92,3.307906605067345
5949881,5127,4.34,0.8671,26.12,0.791,   ,1155.02,0.493,0.3436,0,288.42426,41.27604,5949881,14.069,0.8734,1458.931,116.916,103.622,97.085,89.982,85.44199999999998,77.801,74.83499999999998,70.675,66.109,62.798,60.657,59.126,58.64,56.808,-0.21757,-0.63538,1155.02,3.0625895044138223
5949967,4735,4.18,0.7647,11.367,0.028,   ,12141.85,1.27,0.6692,0,288.45129,41.27551,5949967,14.469,0.8736,1458.931,159.69,145.096,139.479,132.711,129.09,122.662,120.453,117.878,115.772,114.498,115.841,118.407,119.741,126.947,0.12837,-0.4059499999999999,12141.85,4.084284863310882
5950226,4871,4.23,0.8007,34.392,0.819,   ,3979.44,0.663,0.3957,0,288.54807,41.29268,5950226,14.865,0.8734,1458.931,186.889,167.889,158.862,148.193,142.202,131.738,127.534,120.282,113.265,107.36,104.338,102.746,102.971,102.767,-0.14226,-0.55851,3979.44,3.5998219610130437
5950320,4470,4.54,0.6919,36.568,0.376,   ,5620.3,0.674,0.4037,0,288.58762,41.21411,5950320,15.605,0.8735,1458.931,300.607,266.991,251.794,235.129,225.116,206.897,199.555,188.129,176.463,168.184,162.002,157.333,155.708,149.953,-0.23505,-0.57381,5620.3,3.7497594979297815
5950459,4803,4.72,0.7828,27.075,0.316,   ,4190.33,0.568,0.3803,0,288.6377,41.26913,5950459,15.956,0.8736,1458.931,380.623,334.437,310.897,287.898,273.046,246.841,236.35,220.621,203.296,190.694,181.335,174.37,172.371,163.905,-0.3109399999999999,-0.65763,4190.33,3.6222482261967412
5950539,5861,4.63,1.0654,20.796,0.361,   ,1977.32,0.699,0.4251,0,288.66483,41.23981,5950539,14.57,0.8736,1458.931,162.418,144.85,136.104,127.458,122.106,112.501,108.527,103.047,96.83,92.253,89.498,87.608,87.245,85.18,-0.18371,-0.56927,1977.32,3.2960769591407537
5950604,6214,4.32,1.1752,8.629,0.165,   ,2392.23,0.729,0.4899,0,288.68991,41.26884,5950604,12.889,0.8735,1458.931,68.701,63.18,61.25,58.698,57.617,55.988,55.587,55.904,57.298,59.395,62.147,64.842,65.808,70.774,0.3036499999999999,-0.3067599999999999,2392.23,3.378802932393652
5950605,4419,4.55,0.6773,13.885,0.021,   ,13328.37,1.303,0.7143,0,288.6908,41.26127,5950605,15.253,0.8731999999999999,1458.931,251.357,224.074,210.873,196.452,187.436,173.152,167.965,160.22,153.407,149.221,147.351,146.596,146.806,150.254,-0.03811,-0.5846099999999999,13328.37,4.124777040389835
5950695,4667,4.42,0.7464,30.482,0.836,   ,2050.34,0.446,0.3044,0,288.72998,41.28345,5950695,14.139,0.8732999999999999,1458.931,129.819,116.388,109.997,102.933,98.481,90.635,87.659,83.08,78.30599999999998,74.896,72.77299999999998,71.66,71.374,69.527,-0.16732,-0.5700699999999999,2050.34,3.311825884411957
5950818,5567,4.42,0.9828,21.342,1.682,   ,2126.28,0.354,0.2681,0,288.77036,41.27342,5950818,14.516,0.873,1458.931,154.649,137.717,129.847,121.458,116.176,106.959,103.156,97.881,92.707,89.539,87.911,87.07599999999998,86.71899999999998,85.49899999999998,-0.11345,-0.5709199999999999,2126.28,3.327620454189135
5950833,5305,4.83,0.9133,20.284,0.179,   ,12167.81,0.897,0.5712,0,288.77621,41.24451,5950833,15.541,0.8736,1458.931,301.773,268.952,253.095,235.502,223.783,206.398,199.769,190.472,179.805,174.326,168.601,164.93,164.198,162.85,-0.15339,-0.59989,12167.81,4.085212419602158
5950914,5872,4.47,1.0686,1.665,0.005,   ,5012.36,0.99,0.5529,0,288.80838,41.28945,5950914,11.81,0.8738,1458.931,70.597,73.411,80.18899999999998,85.869,91.835,97.578,99.833,105.989,114.214,117.524,120.381,124.094,125.672,134.763,0.2278199999999999,0.99388,5012.36,3.7000422555381487
5950936,4774,4.67,0.7751,31.353,0.586,   ,4802.53,0.743,0.4577,0,288.81631,41.21496,5950936,14.399,0.8734,1458.931,155.735,141.435,134.976,126.866,122.206,113.624,110.428,105.106,100.221,96.627,94.508,92.939,92.395,90.647,-0.14385,-0.5155199999999999,4802.53,3.6814700864527867
5950982,5009,4.74,0.8366,21.786,0.145,   ,8866.67,0.953,0.5979,0,288.82996,41.21504,5950982,15.462,0.8734,1458.931,281.673,251.823,236.926,221.057,211.218,192.985,186.938,178.348,169.177,163.627,161.754,159.755,159.182,154.924,-0.11801,-0.59813,8866.67,3.947760545179976
5951259,5939,4.4,1.0885,12.862,0.088,   ,5298.32,0.964,0.5822,0,288.92358,41.23728,5951259,14.594,0.8736,1458.931,170.409,153.088,146.108,137.971,132.989,124.991,121.734,118.092,114.92,113.549,112.987,114.184,115.035,119.492,0.04864,-0.4769999999999999,5298.32,3.7241381846213377
5951314,5884,4.47,1.0721,13.859,0.127,   ,2707.24,0.564,0.4201,0,288.9411,41.29422,5951314,14.675,0.8736,1458.931,183.586,163.265,153.361,143.142,137.383,127.634,123.509,117.664,111.941,108.164,106.017,105.198,105.317,106.566,-0.07686,-0.55766,2707.24,3.4325267581921666
5951459,5481,4.55,0.9596,24.937,0.4,   ,7633.06,0.821,0.4831,0,288.9917,41.29526,5951459,15.607,0.8737,1458.931,350.771,316.491,301.974,284.85,274.489,256.026,249.653,240.746,230.39,223.056,220.221,215.856,215.179,209.269,-0.1334299999999999,-0.4967199999999999,7633.06,3.8826986761856714
5951750,5921,4.42,1.0831,13.067,0.096,   ,6336.12,1.007,0.596,0,289.08383,41.24468,5951750,14.747,0.8735,1458.931,192.711,174.166,166.843,157.987,152.819,143.982,140.905,137.2,135.445,135.638,137.244,139.616,140.904,148.486,0.1249099999999999,-0.4528699999999999,6336.12,3.8018233937778256
5951951,5837,4.47,1.0584,17.399,2.979,   ,2488.52,0.405,0.312,0,289.14417,41.20858,5951951,14.575,0.8736,1458.931,174.205,155.335,146.357,136.748,130.774,121.464,117.921,112.316,108.069,104.84,103.38,102.837,102.637,103.297,-0.06715,-0.5609699999999999,2488.52,3.395941135477765
5952244,5554,4.68,0.9793,5.511,0.011,   ,9248.73,1.374,0.7196,0,289.24152,41.28566,5952244,13.911,0.8731999999999999,1458.931,127.068,117.103,114.32,110.413,109.105,106.73,106.381,107.445,111.033,115.899,121.417,127.49,129.39,138.361,0.31995,-0.23909,9248.73,3.966082101186717
5952369,5353,4.52,0.9258,21.855,1.917,   ,2855.66,0.723,0.4988,0,289.27762,41.20824,5952369,14.545,0.8734,1458.931,173.332,156.598,149.092,140.745,135.667,126.717,123.087,117.745,111.788,107.562,105.238,104.4,104.34,103.169,-0.11274,-0.49575,2855.66,3.455706498302373
5952534,5961,3.98,1.0951,6.876,1.296,   ,6600.41,1.063,0.6316,0,289.32092,41.27324,5952534,13.441,0.8736,1458.931,102.42,95.112,93.541,90.931,90.324,89.4,89.593,91.103,94.956,99.641,105.164,110.821,112.687,121.179,0.35515,-0.16667,6600.41,3.8195709136035556
5952987,5641,4.44,1.003,21.61,0.394,   ,3303.62,0.714,0.4516,0,289.46021,41.26807,5952987,14.981,0.8737,1458.931,219.886,196.224,185.129,173.005,165.519,152.753,147.354,139.943,132.612,126.229,123.294,121.061,121.266,119.807,-0.1452799999999999,-0.56881,3303.62,3.518990086652526
5953007,4928,4.22,0.8155,19.505,0.267,   ,9869.58,1.217,0.6589,0,289.46701,41.21218,5953007,14.948,0.8716,1458.931,212.349,188.301,176.938,164.982,157.21,144.173,138.975,132.022,125.102,121.322,119.844,118.454,118.187,116.93,-0.09515,-0.5969999999999999,9869.58,3.99429867166017
5953100,5705,4.33,1.0208,24.636,0.21,   ,1844.73,0.587,0.3617,0,289.49139,41.21246,5953100,15.066,0.8720999999999999,1238.002,226.037,197.856,184.508,169.908,161.048,145.271,138.984,129.669,119.701,113.771,110.482,107.321,106.376,108.068,-0.16411,-0.66825,1844.73,3.2659328105542036
5953282,4838,3.93,0.792,41.831,1.006,   ,1737.45,0.472,0.2513,0,289.55063,41.22887,5953282,12.916,0.8735,1458.931,69.21,61.945,58.834,55.323,53.146,49.204,47.839,45.643,43.585,41.976,41.045,40.537,40.484,40.223,-0.1170699999999999,-0.52895,1737.45,3.2399123153993927
5953307,5954,4.34,1.093,7.689,0.209,   ,3283.32,0.541,0.3639,0,289.55618,41.28136,5953307,13.442,0.8736,1458.931,98.46700000000001,90.674,87.735,84.167,82.73399999999998,80.134,79.40699999999998,79.028,79.84699999999998,81.653,84.244,86.937,87.927,93.904,0.2290099999999999,-0.31041,3283.32,3.5163132121419545
5953422,5520,4.48,0.9701,16.648,0.159,   ,8323.97,1.213,0.6457,0,289.58734,41.26962,5953422,15.584,0.8744,1420.672,338.324,302.329,286.002,267.932,257.24,239.009,232.099,220.64,208.465,200.299,196.623,195.413,195.791,197.952,-0.0775,-0.5390399999999999,8323.97,3.920330506323595
5953426,6121,4.45,1.1449,1.894,0.004,   ,1487.49,0.585,0.3783,0,289.58859,41.21663,5953426,13.481,0.8736,1458.931,147.79,135.594,132.075,127.217,125.872,122.181,120.256,118.773,118.279,118.453,119.499,120.456,120.624,121.123,0.03897,-0.2623099999999999,1487.49,3.172454054764004
5953430,5582,4.28,0.9868,1.892,0.003,   ,3584.86,0.929,0.5165,0,289.58987,41.21596,5953430,12.954,0.8720999999999999,1458.931,100.516,97.781,100.907,102.498,106.145,112.524,115.929,124.169,133.028,135.688,137.46,140.526,141.789,146.564,0.1372299999999999,0.4081699999999999,3584.86,3.554472199776569
5953556,6018,4.23,1.1125,8.999,0.117,   ,822.63,0.579,0.4122,0,289.63135,41.26596,5953556,12.784,0.8737,1458.931,69.692,62.686,59.305,55.557,53.371,49.918,48.583,47.061,45.612,45.178,45.27,45.747,45.907,47.956,0.06388,-0.52946,822.63,2.915204543486898
5953596,5161,4.37,0.8759,5.6,0.015,   ,23688.44,1.134,0.5867,0,289.64264,41.20614,5953596,13.195,0.8689,1458.931,104.817,101.143,102.961,103.388,105.749,108.265,109.956,114.339,122.197,128.742,135.866,142.869,145.336,157.114,0.36202,0.1911299999999999,23688.44,4.374536461241988
5953631,5655,4.41,1.0069,14.778,0.058,   ,12564.96,1.21,0.6509,0,289.65268,41.21054,5953631,15.479,0.872,1238.002,312.954,280.235,266.176,249.622,240.626,224.084,217.432,208.979,200.699,196.786,195.836,196.629,196.746,201.228,0.00047,-0.51704,12564.96,4.099161110373328
5953849,4847,4.62,0.7944,34.012,8.032,   ,3060.55,0.488,0.3229,0,289.73056,41.24029,5953849,14.901,0.8734,1458.931,204.359,181.596,171.423,160.575,154.198,143.735,139.531,133.383,126.846,121.627,117.972,115.932,115.175,112.96,-0.16797,-0.5335999999999999,3060.55,3.485799478932974
5953966,5699,4.34,1.0191,22.274,0.04,   ,1226.48,0.749,0.4537,0,289.76764,41.29668,5953966,14.264,0.8735,1458.931,142.416,125.417,117.227,108.375,103.153,94.152,90.21700000000001,84.652,79.45699999999998,75.421,72.044,69.853,69.386,67.23,-0.24575,-0.6313499999999999,1226.48,3.0886604706341636
5953990,6076,4.41,1.1306,7.737,0.119,   ,2793.01,0.7,0.4849,0,289.77637,41.27292,5953990,14.973,0.8724,1238.002,223.18,198.542,187.802,176.055,169.657,159.151,155.493,150.595,147.998,147.354,148.783,151.106,152.29,160.561,0.10954,-0.50931,2793.01,3.4460724906372904
5953993,6084,4.29,1.1331,19.645,0.37,   ,774.56,0.681,0.3934,0,289.77783,41.26828,5953993,11.835,0.8738,1458.931,44.057,40.274,38.594,36.383,35.271,33.167,32.258,31.193,30.299,29.906,29.695,29.687,29.657,29.279,-0.04389,-0.4670199999999999,774.56,2.8890550652968146
5954222,4935,4.32,0.8174,17.137,0.05,   ,13044.66,1.25,0.6864,0,289.85114,41.29646,5954222,14.535,0.8735,1458.931,166.098,148.533,140.456,131.548,126.378,118.018,114.816,110.703,106.693,105.37,105.102,105.987,106.521,109.556,0.03407,-0.53034,13044.66,4.115432763999815
5954624,5405,4.48,0.9395,18.511,0.033,   ,11904.78,0.989,0.5989,0,289.96643,41.21661,5954624,14.432,0.873,1458.931,157.354,140.452,132.627,124.559,120.268,112.67,109.71,106.115,103.92,102.934,103.104,103.672,103.797,107.19,0.03808,-0.50668,11904.78,4.075721374065229
