KOI,KIC,Teff,log(g),Prot,e_Prot,Rvar,LPH,w,D,N,C,G,T,F,R,M1,M2,Simbad,_RA,_DE,kepid,kepmag,r,logr
2397,9269042,5053,4.599, 23.47, 0.41, 5691, 0.965486, 0.572748,0,0,0,0,0,0,0,0,0,Simbad,285.82233,45.71189,9269042,15.563,5691.0,3.755188585608325
2400,7984574,5628,4.673, 18.45, 0.20, 3960, 0.372288, 0.269397,0,0,0,0,0,0,0,0,0,Simbad,299.06168,43.72033,7984574,15.664,3960.0,3.597695185925512
2401,10336951,4422,4.657, 26.58, 0.13, 5668, 1.068402, 0.591923,0,0,0,0,0,0,0,0,0,Simbad,290.83627,47.44494,10336951,14.847,5668.0,3.753429841575423
2402,8481129,4708,4.557, 45.32, 7.36, 4368, 0.495447, 0.252289,0,0,0,0,0,0,0,0,0,Simbad,285.29575,44.55275,8481129,14.61,4368.0,3.640282629696681
2403,2142522,6046,4.408, 10.35, 0.13, 1153, 0.338446, 0.266553,0,0,0,0,0,0,0,0,0,Simbad,286.62576,37.5373,2142522,12.867,1153.0,3.061829307294699
2413,3234598,4534,4.531, 29.79, 0.34, 3270, 0.476917, 0.313848,0,0,0,0,0,0,0,0,0,Simbad,291.34259,38.36313,3234598,15.07,3270.0,3.514547752660286
2417,9654468,4300,4.553, 21.25, 0.35,20552, 1.117697, 0.652890,0,1,0,0,0,0,0,0,0,Simbad,294.00543,46.31069,9654468,16.22,20552.0,4.31285409125829
2418,10027247,3726,4.836, 17.65, 0.00, 6610, 1.334043, 0.725314,1,0,0,0,0,0,0,0,0,Simbad,297.48669,46.99671,10027247,15.474,6610.0,3.82020145948564
2432,7047363,5228,4.748, 27.35, 0.17, 9304, 0.957875, 0.525183,0,0,0,0,0,0,0,0,0,Simbad,295.62469,42.5459,7047363,15.956,9304.0,3.968669701720392
2444,3354846,5319,4.563, 19.22, 0.01,19341, 1.272563, 0.646160,0,0,0,0,0,0,0,0,0,Simbad,294.57623,38.45697,3354846,15.714,19341.0,4.286478924930768
2448,5857540,4862,4.389, 29.25, 1.67, 4699, 0.596325, 0.426966,0,0,0,0,0,0,0,0,0,Simbad,284.6062,41.19638,5857540,15.462,4699.0,3.672005445022952
2453,8631751,3605,4.815, 62.50, 0.80, 6866, 0.813514, 0.398541,1,0,0,0,0,0,0,0,0,Simbad,294.46848,44.75396,8631751,15.63,6866.0,3.8367037990897312
2458,7604328,5247,4.383, 25.68, 0.58, 5773, 0.855733, 0.507058,0,0,0,0,0,0,0,0,0,Simbad,290.74432,43.26078,7604328,15.404,5773.0,3.761401557498631
2466,8544992,4359,4.608, 32.43, 0.84, 2151, 0.469568, 0.317518,0,0,0,0,0,0,0,0,0,Simbad,284.82803,44.60873,8544992,14.993,2151.0,3.3326404103874627
2469,6149910,4727,4.418, 36.61, 0.83, 4068, 0.527110, 0.324358,0,0,0,0,0,0,0,0,0,Simbad,298.59482,41.43594,6149910,15.048,4068.0,3.6093809442507068
2473,8753896,5174,4.565, 27.56, 0.22, 5959, 0.811996, 0.481278,0,0,0,0,0,0,0,0,0,Simbad,291.95999,44.90002,8753896,15.77,5959.0,3.775173385424787
2474,8240617,5284,4.597, 25.53, 0.31, 2045, 0.633630, 0.430729,0,0,0,0,0,0,0,0,0,Simbad,294.39749,44.1242,8240617,14.182,2045.0,3.3106933123433606
2480,8189801,3986,4.711, 32.15, 0.07, 9102, 0.988232, 0.551331,1,0,0,0,0,0,0,0,0,Simbad,298.92639,44.00219,8189801,15.745,9102.0,3.9591368311703743
2482,11403389,5550,4.655, 25.27, 0.89, 4773, 0.673187, 0.415174,0,0,0,0,0,0,0,0,0,Simbad,292.11517,49.25643,11403389,14.976,4773.0,3.678791434366244
2485,11125613,4966,4.575, 23.25, 0.06, 7199, 0.982227, 0.587362,0,0,0,0,0,0,0,0,0,Simbad,285.17334,48.77004,11125613,15.311,7199.0,3.8572721735640414
2490,3122913,4794,4.874, 22.91, 0.09,14746, 1.006610, 0.609850,0,0,0,0,0,0,0,0,0,Simbad,292.90161,38.29708,3122913,15.701,14746.0,4.168674229567079
2493,10028535,4994,4.696, 23.28, 0.04,21953, 1.265073, 0.628900,0,0,0,0,0,0,0,0,0,Simbad,297.84149,46.96768,10028535,15.304,21953.0,4.341493877399029
2497,11179076,4964,4.57, 34.04, 1.69, 4853, 0.558961, 0.343965,0,0,0,0,0,0,0,0,0,Simbad,285.23245,48.80672,11179076,15.605,4853.0,3.6860102913152857
2504,8110767,5470,4.586, 19.81, 0.28,11501, 1.255800, 0.634364,0,0,0,0,0,0,0,0,0,Simbad,296.18829,43.93685,8110767,15.93,11501.0,4.060735603449318
2507,8379705,5881,4.603, 10.79, 0.32, 3176, 0.420494, 0.291369,0,0,0,0,0,0,0,0,0,Simbad,296.60141,44.32526,8379705,15.859,3176.0,3.5018804937550585
2512,9574158,5421,4.617, 26.59, 0.10, 3900, 0.675808, 0.420615,0,0,0,0,0,0,0,0,0,Simbad,284.71988,46.25079,9574158,15.523,3900.0,3.591064607026499
2517,8947520,5612,4.443, 20.14, 0.61, 5240, 0.705368, 0.466645,0,0,0,0,0,0,0,0,0,Simbad,289.88437,45.2115,8947520,14.511,5240.0,3.7193312869837265
2519,4047631,4265,4.748, 26.91, 0.28, 6532, 1.088184, 0.598243,0,0,0,0,0,0,0,0,0,Simbad,288.9039,39.15421,4047631,14.452,6532.0,3.8150461760646306
2520,10059645,4594,4.532, 29.78, 0.20, 3709, 0.435596, 0.284361,0,0,0,0,0,0,0,0,0,Simbad,284.58578,47.07953,10059645,15.602,3709.0,3.5692568333286103
2522,9177629,4777,4.145, 37.90, 0.83, 4164, 0.630975, 0.361168,0,0,0,0,0,0,0,0,0,Simbad,299.38159,45.59224,9177629,13.713,4164.0,3.6195107208384987
2525,5942949,4646,4.529, 23.70, 0.08, 8584, 0.933123, 0.591834,0,0,0,0,0,0,0,0,0,Simbad,285.29193,41.25569,5942949,15.699,8584.0,3.933689708957895
2529,8463346,4262,4.723, 16.00, 0.04, 9378, 1.037988, 0.585160,0,0,0,0,0,0,0,0,0,Simbad,301.72076,44.41206,8463346,15.856,9378.0,3.9721102284028307
2531,4172746,4646,4.587, 39.53, 1.26, 6136, 0.681382, 0.379830,0,0,0,0,0,0,0,0,0,Simbad,295.10391,39.26875,4172746,15.44,6136.0,3.7878853509409245
2532,5174858,5058,4.59, 27.66, 0.21, 9742, 0.850721, 0.501659,0,0,0,0,0,0,0,0,0,Simbad,288.02969,40.34415,5174858,15.43,9742.0,3.988648125235751
2535,9635606,4758,4.218, 11.13, 0.03, 5726, 1.189027, 0.629059,0,0,0,0,0,0,0,0,0,Simbad,284.74792,46.37362,9635606,14.985,5726.0,3.75785134368558
2543,12469800,4870,4.579, 23.54, 0.09, 8480, 0.845005, 0.546446,0,0,0,0,0,0,0,0,0,Simbad,295.90921,51.34794,12469800,15.351,8480.0,3.9283958522567137
2544,8676148,5559,4.563, 17.38, 0.04,10541, 0.991915, 0.590493,0,0,0,0,0,0,0,0,0,Simbad,285.80322,44.87343,8676148,15.826,10541.0,4.022881813332031
2545,9696358,6011,4.286, 17.12, 0.47,  458, 0.387840, 0.259105,0,0,0,0,0,0,0,0,0,Simbad,284.59372,46.44978,9696358,11.752,458.0,2.660865478003869
2553,9832208,4962,5.066, 31.22, 0.31, 5569, 0.691075, 0.425512,0,0,0,0,0,0,0,0,0,Simbad,292.30743,46.62664,9832208,15.639,5569.0,3.745777217889759
2554,10471621,4337,4.681, 31.18, 1.49, 4156, 0.638573, 0.446421,0,0,0,0,0,0,0,0,0,Simbad,292.37979,47.64461,10471621,15.439,4156.0,3.6186755388851397
2555,5350244,6233,4.369,  8.80, 0.11, 1021, 0.333725, 0.270145,0,0,0,0,0,0,0,0,0,Simbad,287.85699,40.54718,5350244,12.885,1021.0,3.0090257420869104
2571,6867588,5044,4.636, 33.67, 0.87, 1757, 0.581280, 0.349332,0,0,0,0,0,0,0,0,0,Simbad,293.13705,42.35048,6867588,14.434,1757.0,3.244771761495295
2573,8256453,5102,4.522,  2.69, 0.02, 3974, 0.672425, 0.373356,0,0,0,0,0,0,0,0,0,Simbad,298.77756,44.11994,8256453,15.894,3974.0,3.5992278627737964
2578,6922203,5705,4.387, 20.72, 0.09, 6042, 1.005852, 0.554229,0,0,0,0,0,0,0,0,0,Simbad,281.26013,42.40329,6922203,14.847,6042.0,3.7811807209372614
2580,11037511,5401,4.67, 24.28, 1.30, 4259, 0.537770, 0.388769,0,0,0,0,0,0,0,0,0,Simbad,295.35446,48.5154,11037511,15.79,4259.0,3.629307640073749
2581,11818872,5415,4.629, 29.95, 1.00, 2600, 0.782915, 0.442236,0,0,0,0,0,0,0,0,0,Simbad,294.35092,50.08109,11818872,13.463,2600.0,3.4149733479708178
2588,12156347,4101,4.526, 29.26, 0.05,23174, 1.290509, 0.628449,0,0,0,0,0,0,0,0,0,Simbad,289.74277,50.78704,12156347,15.484,23174.0,4.365001002628743
2590,12016267,6186,4.073, 10.84, 0.09,  409, 0.606994, 0.411176,0,0,0,0,0,0,0,0,0,Simbad,293.50702,50.45012,12016267,11.638,409.0,2.611723308007342
2593,8212002,5962,4.402,  8.62, 0.18,  540, 0.399418, 0.276130,0,1,0,0,0,0,0,0,0,Simbad,281.83533,44.15592,8212002,11.714,540.0,2.7323937598229686
2607,5095635,5681,4.786, 15.95, 0.23, 5048, 0.620958, 0.439474,0,0,0,0,0,0,0,0,0,Simbad,290.68469,40.25545,5095635,14.482,5048.0,3.703119346236078
2608,6269070,6030,4.376, 20.18, 0.22, 1320, 0.454413, 0.272432,0,1,0,0,0,0,0,0,0,Simbad,285.7135,41.60588,6269070,13.321,1320.0,3.12057393120585
2613,9712350,5205,4.701, 19.39, 0.35,12806, 1.109372, 0.626826,0,0,0,0,0,0,0,0,0,Simbad,292.70343,46.41587,9712350,15.96,12806.0,4.107413497488149
2625,9153570,5376,4.778, 16.51, 0.06,20099, 1.384648, 0.677981,0,0,0,0,0,0,0,0,0,Simbad,291.39786,45.58856,9153570,15.89,20099.0,4.3031744501923495
2626,11768142,3508,4.883, 33.53, 0.55, 3770, 0.451696, 0.299519,1,0,0,0,0,0,0,0,0,Simbad,294.36609,49.91506,11768142,15.931,3770.0,3.576341350205793
2632,11337566,6206,4.184, 10.98, 0.21,  371, 0.554773, 0.378670,0,0,0,0,0,0,0,0,0,Simbad,284.42273,49.10622,11337566,11.392,371.0,2.569373909615046
2636,6198182,5900,4.425, 16.09, 0.34, 2236, 0.519069, 0.375305,0,1,0,0,0,0,0,0,0,Simbad,289.68671,41.58893,6198182,12.32,2236.0,3.3494717992143856
2650,8890150,3735,4.862, 19.94, 0.04, 8444, 1.064380, 0.605729,1,0,0,0,0,0,0,0,0,Simbad,293.51108,45.13659,8890150,15.987,8444.0,3.926548224635619
2652,4346178,5326,4.386, 33.06, 0.05,34182, 1.297948, 0.598535,0,0,0,0,0,0,0,0,0,Simbad,285.27643,39.44691,4346178,15.022,34182.0,4.533797469840324
2672,11253827,5384,4.323, 13.23, 0.03,20683, 1.335986, 0.700692,0,0,0,0,0,0,0,0,0,Simbad,296.13281,48.9774,11253827,11.921,20683.0,4.315613531953418
2675,5794570,5479,4.918,  6.01, 0.00,21169, 1.488874, 0.774719,0,0,0,0,0,0,0,0,0,Simbad,292.97125,41.03577,5794570,12.43,21169.0,4.325700342915986
2678,6779260,5162,4.11,  6.18, 0.00,23046, 1.458937, 0.740560,0,0,0,0,0,0,0,0,0,Simbad,292.38855,42.23326,6779260,11.799,23046.0,4.36259555754882
2679,6716021,6195,4.398,  2.18, 0.00, 9405, 1.350933, 0.724846,0,0,0,0,0,0,0,0,0,Simbad,297.84125,42.11825,6716021,13.455,9405.0,3.9733587998863977
2680,8326342,5273,4.736,  4.90, 0.00,38783, 1.510918, 0.764085,0,0,0,0,0,0,0,0,0,Simbad,299.7915,44.28123,8326342,14.599,38783.0,4.588641400231421
2686,7826659,4665,4.102, 22.15, 0.08, 3589, 0.889412, 0.547733,0,0,0,0,0,0,0,0,0,Simbad,293.29837,43.55587,7826659,13.855,3589.0,3.5549734583332397
2687,7202957,5618,3.914, 14.38, 0.04, 6105, 0.789091, 0.519886,0,0,0,0,0,0,0,0,0,Simbad,292.61511,42.76425,7202957,10.158,6105.0,3.7856856682809013
2690,5369827,5367,4.327, 12.28, 0.01,27916, 1.363780, 0.712429,0,0,0,0,0,0,0,0,0,Simbad,293.93347,40.59074,5369827,13.461,27916.0,4.445853189653875
2691,4552729,4620,4.39, 22.30, 0.02,18933, 1.114055, 0.638010,0,0,0,0,0,0,0,0,0,Simbad,289.10992,39.68539,4552729,14.981,18933.0,4.277219434894438
2693,5185897,4346,4.811, 30.23, 0.28, 7789, 0.978794, 0.548329,0,0,0,0,0,0,0,0,0,Simbad,291.46866,40.34385,5185897,13.256,7789.0,3.89148170383952
2694,9475552,4659,4.305, 37.78, 5.20, 6718, 0.524275, 0.317008,0,0,0,0,0,0,0,0,0,Simbad,295.82144,46.05303,9475552,14.975,6718.0,3.8272399995056454
2699,6690836,5048,4.638, 21.39, 0.19,13104, 0.994828, 0.603980,0,0,0,0,0,0,0,0,0,Simbad,291.61188,42.11597,6690836,15.23,13104.0,4.117403884416343
2700,8639908,4243,4.72, 10.99, 0.00,16904, 1.073341, 0.578020,0,0,0,0,0,0,0,0,0,Simbad,297.00354,44.77509,8639908,15.381,16904.0,4.227989484044257
2703,5871985,4308,4.538, 27.15, 0.08, 7944, 0.861410, 0.555941,0,0,0,0,0,0,0,0,0,Simbad,290.37631,41.15074,5871985,15.165,7944.0,3.900039235487325
2706,9697131,6214,4.152,  6.24, 0.07, 2028, 0.574779, 0.424671,0,0,0,0,0,0,0,0,0,Simbad,285.07767,46.4196,9697131,10.268,2028.0,3.3070679506612985
2708,5175986,4638,4.626, 10.56, 0.00,13906, 1.292324, 0.671777,0,0,0,0,0,0,0,0,0,Simbad,288.43359,40.38088,5175986,15.898,13906.0,4.143202225049597
2711,5272233,5839,4.355, 13.13, 0.51, 4635, 0.858095, 0.566033,0,0,0,0,0,0,0,0,0,Simbad,290.94449,40.48004,5272233,13.642,4635.0,3.666049738480516
2719,5184911,4639,4.378, 12.63, 0.01,16556, 1.482858, 0.740065,0,0,0,0,0,0,0,0,0,Simbad,291.18497,40.31121,5184911,15.141,16556.0,4.218955417728722
2722,7673192,6301,4.332,  9.01, 0.21, 1208, 0.444167, 0.320781,0,0,0,0,0,0,0,0,0,Simbad,288.37024,43.35461,7673192,13.268,1208.0,3.082066934285113
2733,5953297,4692,4.112, 12.38, 0.02, 7442, 1.061636, 0.574767,0,0,0,0,0,0,0,0,0,Simbad,289.55301,41.29785,5953297,14.009,7442.0,3.871689665685515
2734,7659389,5029,4.506, 10.76, 0.00,18355, 1.327994, 0.707449,0,0,0,0,0,0,0,0,0,Simbad,281.04916,43.3226,7659389,15.768,18355.0,4.263754388840006
2735,9472074,4992,4.744, 28.38, 0.07, 7883, 0.829913, 0.495371,0,0,0,0,0,0,0,0,0,Simbad,294.59656,46.0483,9472074,15.6,7883.0,3.896691526562884
2736,10842192,4337,4.61, 23.91, 0.07,20425, 1.092026, 0.621091,0,0,0,0,0,0,0,0,0,Simbad,281.64774,48.27105,10842192,15.911,20425.0,4.310162065204453
2742,5980208,4110,4.546, 15.69, 0.06, 6595, 1.058428, 0.594706,0,0,0,0,0,0,0,0,0,Simbad,297.07379,41.22448,5980208,15.031,6595.0,3.819214799882384
2743,8095441,5405,4.564, 23.95, 0.36, 2210, 0.399843, 0.297669,0,0,0,0,0,0,0,0,0,Simbad,291.02859,43.91367,8095441,13.756,2210.0,3.3443922736851106
2747,6586746,4855,4.511, 23.43, 0.02,13514, 1.232011, 0.631490,0,0,0,0,0,0,0,0,0,Simbad,284.83841,42.07043,6586746,15.329,13514.0,4.130783914588957
2751,9881077,4406,4.605, 22.35, 0.02,15223, 1.123652, 0.637933,0,0,0,0,0,0,0,0,0,Simbad,287.00909,46.7961,9881077,15.858,15223.0,4.1825002473792
2754,10905911,5516,4.475, 22.58, 0.62,  606, 0.450953, 0.344993,0,1,0,0,0,0,0,0,0,Simbad,283.74582,48.37343,10905911,12.299,606.0,2.782472624166286
2757,6432345,5542,4.418, 23.52, 0.10, 4061, 0.624235, 0.410089,0,0,0,0,0,0,0,0,0,Simbad,288.15671,41.87797,6432345,14.607,4061.0,3.608632989490037
2760,7877978,4358,4.637, 40.35, 4.99, 3493, 0.421337, 0.263793,0,0,0,0,0,0,0,0,0,Simbad,286.3718,43.69192,7877978,14.889,3493.0,3.5431985856376467
2764,10073672,3937,4.731, 27.65, 0.03,11639, 0.974809, 0.586163,1,0,0,0,0,0,0,0,0,Simbad,291.23148,47.03393,10073672,15.794,11639.0,4.065915668188592
2768,9008737,5406,4.717, 22.93, 0.99, 6656, 0.918205, 0.538075,0,0,0,0,0,0,0,0,0,Simbad,286.39862,45.34353,9008737,15.228,6656.0,3.8232133132826673
2778,7769819,5214,4.447, 25.39, 3.31, 7451, 0.599559, 0.431755,0,0,0,0,0,0,0,0,0,Simbad,297.02008,43.43255,7769819,15.392,7451.0,3.8722145633975855
2793,9823519,3700,4.812, 19.30, 0.18,14926, 1.397621, 0.726284,1,0,0,0,0,0,0,0,0,Simbad,288.25058,46.67961,9823519,16.283,14926.0,4.173943437284376
2803,9898447,5421,4.591, 16.84, 0.15, 1114, 0.577389, 0.375097,0,0,0,0,0,0,0,0,0,Simbad,294.86688,46.79056,9898447,12.258,1114.0,3.04688519083771
2806,7047824,4672,4.36, 21.71, 0.06,20119, 1.387646, 0.666130,0,0,0,0,0,0,0,0,0,Simbad,295.73535,42.57625,7047824,15.514,20119.0,4.303606390634642
2816,11283615,5293,4.786, 20.05, 0.27,10049, 1.047760, 0.604113,0,0,0,0,0,0,0,0,0,Simbad,283.74142,49.06798,11283615,15.471,10049.0,4.002122846225162
2821,4249611,5426,4.467, 31.12, 1.10,13057, 0.558140, 0.330886,0,0,0,0,0,0,0,0,0,Simbad,287.84833,39.35843,4249611,15.302,13057.0,4.115843404112816
2827,7428736,5133,4.348, 15.61, 0.04,16383, 1.277480, 0.686302,0,0,0,0,0,0,0,0,0,Simbad,286.17053,43.00891,7428736,14.572,16383.0,4.214393431255206
2828,6436029,4652,4.35, 25.03, 0.05,16007, 1.279218, 0.634103,0,0,0,0,0,0,0,0,0,Simbad,289.53882,41.89282,6436029,15.768,16007.0,4.204309944940537
2832,9995402,5026,4.328, 37.20, 1.33, 1745, 0.843763, 0.443505,0,0,0,0,0,0,0,0,0,Simbad,283.56531,46.90425,9995402,13.93,1745.0,3.241795431295199
2835,5436338,4323,4.614, 23.45, 0.05,18290, 1.491256, 0.672468,0,0,0,0,0,0,0,0,0,Simbad,287.82639,40.6966,5436338,15.906,18290.0,4.262213705476417
2836,11414465,4716,4.27, 18.09, 0.03,16695, 1.255317, 0.688077,0,0,0,0,0,0,0,0,0,Simbad,296.99655,49.25642,11414465,15.29,16695.0,4.222586423390389
2839,6186964,3923,4.71, 17.83, 0.11, 8370, 1.002091, 0.569616,1,0,0,0,0,0,0,0,0,Simbad,285.06491,41.55487,6186964,15.877,8370.0,3.92272545799326
2845,10591855,3956,4.714, 29.20, 0.55, 5772, 0.824538, 0.536571,1,0,0,0,0,0,0,0,0,Simbad,288.41653,47.87873,10591855,15.571,5772.0,3.7613263224214566
2848,7749773,5616,3.974, 22.67, 0.36, 1076, 0.519461, 0.358162,0,0,0,0,0,0,0,0,0,Simbad,290.66412,43.49984,7749773,12.458,1076.0,3.0318122713303706
2849,10064256,5234,4.571, 33.14, 0.71, 7112, 1.076331, 0.535184,0,0,0,0,0,0,0,0,0,Simbad,286.92429,47.05374,10064256,14.52,7112.0,3.8519917479621575
2851,6697605,5285,4.479, 11.24, 0.03,10027, 1.109759, 0.620031,0,0,0,0,0,0,0,0,0,Simbad,293.56635,42.13258,6697605,15.472,10027.0,4.0011710149414
2860,6606438,5963,4.656, 14.97, 0.11, 5260, 0.781318, 0.492343,0,0,0,0,0,0,0,0,0,Simbad,291.92255,42.00256,6606438,15.549,5260.0,3.7209857441537393
2862,6679295,3757,4.763, 17.78, 0.00,15740, 1.455510, 0.730552,1,0,0,0,0,0,0,0,0,Simbad,287.94861,42.15614,6679295,15.907,15740.0,4.197004728023046
2868,8884274,5392,4.882, 11.72, 0.03,14676, 1.165805, 0.664788,0,0,0,0,0,0,0,0,0,Simbad,291.34998,45.17227,8884274,15.97,14676.0,4.16660770308391
2875,12170648,5000,4.553, 23.10, 0.07,12023, 1.315228, 0.637213,0,0,0,0,0,0,0,0,0,Simbad,296.96381,50.74538,12170648,14.828,12023.0,4.080012847107928
2876,4367854,4893,4.542, 21.34, 0.14,12870, 1.400359, 0.664115,0,0,0,0,0,0,0,0,0,Simbad,292.37903,39.43584,4367854,14.937,12870.0,4.109578546904387
2877,7019524,5638,4.494, 27.16, 0.21, 1664, 0.618585, 0.367932,0,0,0,0,0,0,0,0,0,Simbad,286.95844,42.54138,7019524,14.699,1664.0,3.2211533219547053
2878,5106313,4832,4.77, 35.86, 0.98, 1944, 0.670405, 0.389852,0,0,0,0,0,0,0,0,0,Simbad,293.79358,40.24093,5106313,14.756,1944.0,3.288696260590256
2882,5642620,4442,4.598, 23.61, 0.12, 8396, 1.026589, 0.615938,0,0,0,0,0,0,0,0,0,Simbad,297.59085,40.81496,5642620,15.398,8396.0,3.9240724299103626
2883,5209845,4187,4.518, 40.77, 0.98,12354, 0.831371, 0.450143,0,0,0,0,0,0,0,0,0,Simbad,297.37332,40.3664,5209845,15.911,12354.0,4.091807597001675
2898,11129258,5888,4.627, 14.44, 0.02,11094, 1.121854, 0.618154,0,0,0,0,0,0,0,0,0,Simbad,287.53577,48.72779,11129258,15.535,11094.0,4.045088161542816
2900,4846856,5046,4.274, 11.50, 0.08, 7596, 1.104994, 0.599264,0,0,0,0,0,0,0,0,0,Simbad,294.8418,39.91888,4846856,15.266,7596.0,3.88058495606498
2910,4483138,4828,4.399, 22.03, 0.12, 5366, 0.841106, 0.525147,0,0,0,0,0,0,0,0,0,Simbad,296.21518,39.52705,4483138,15.384,5366.0,3.7296506683359203
2924,7609553,4850,4.335, 20.66, 0.02,13545, 1.086300, 0.642851,0,0,0,0,0,0,0,0,0,Simbad,292.4404,43.20943,7609553,14.589,13545.0,4.131779009369187
2925,6974658,5338,4.348, 30.45, 0.67, 2207, 0.534413, 0.331138,0,0,0,0,0,0,0,0,0,Simbad,298.29819,42.43437,6974658,13.458,2207.0,3.343802333161655
2931,8611257,4982,4.637, 31.77, 3.12, 3512, 0.335217, 0.251723,0,0,0,0,0,0,0,0,0,Simbad,285.71741,44.75842,8611257,14.699,3512.0,3.545554507234065
2951,4991208,5568,4.912, 22.41, 0.18, 2306, 0.697304, 0.447440,0,0,0,0,0,0,0,0,0,Simbad,284.45947,40.14256,4991208,13.348,2306.0,3.36285930295868
2958,10597693,6121,4.492, 10.35, 1.26, 1481, 0.314826, 0.261982,0,0,0,0,0,0,0,0,0,Simbad,290.9288,47.88725,10597693,14.756,1481.0,3.1705550585212086
2961,10471515,6200,3.993, 11.81, 0.44,  663, 0.444317, 0.307704,0,0,0,0,0,0,0,0,0,Simbad,292.33755,47.6642,10471515,12.581,663.0,2.821513528404773
2971,4770174,6013,4.438,  5.56, 0.06,  693, 0.523884, 0.348390,0,0,0,0,0,0,0,0,0,Simbad,297.39371,39.82904,4770174,12.742,693.0,2.8407332346118066
2976,6438099,5138,4.956, 18.52, 0.15,10378, 1.125188, 0.644383,0,0,0,0,0,0,0,0,0,Simbad,290.22067,41.86872,6438099,15.862,10378.0,4.016113666358908
2981,9076971,4946,4.47, 27.58, 0.23, 4257, 0.634936, 0.452007,0,0,0,0,0,0,0,0,0,Simbad,286.27167,45.44081,9076971,15.737,4257.0,3.6291036501771363
2982,8360640,5333,4.549, 13.41, 0.02,21084, 1.374034, 0.702670,0,0,0,0,0,0,0,0,0,Simbad,290.04388,44.3706,8360640,14.264,21084.0,4.32395300754292
2989,6636320,5217,4.828, 28.67, 2.30, 3843, 0.411114, 0.302827,0,0,0,0,0,0,0,0,0,Simbad,299.08099,42.01814,6636320,15.411,3843.0,3.584670384464349
2992,8509442,3945,4.728, 14.90, 0.04, 7518, 1.120792, 0.613157,1,0,0,0,0,0,0,0,0,Simbad,296.73724,44.50148,8509442,15.995,7518.0,3.8761023213777936
2996,12021625,5223,4.618, 28.51, 1.09, 4337, 0.429281, 0.312957,0,0,0,0,0,0,0,0,0,Simbad,296.00943,50.49838,12021625,15.688,4337.0,3.637189422148762
2998,4175630,5613,4.707, 13.80, 0.08, 9464, 0.893824, 0.573884,0,0,0,0,0,0,0,0,0,Simbad,295.68484,39.25614,4175630,15.873,9464.0,3.976074731619874
3009,12405333,5078,4.48, 13.51, 0.03,11798, 1.103936, 0.615618,0,0,0,0,0,0,0,0,0,Simbad,290.08478,51.2086,12405333,15.168,11798.0,4.0718083918331285
3010,3642335,3940,4.719, 14.36, 0.07, 7343, 1.159951, 0.628607,1,0,0,0,0,0,0,0,0,Simbad,290.51019,38.74354,3642335,15.757,7343.0,3.8658735282078145
3013,11565544,5543,4.708, 25.37, 1.40, 4646, 0.757534, 0.450304,0,0,0,0,0,0,0,0,0,Simbad,294.96811,49.55651,11565544,14.698,4646.0,3.6670792054642165
3026,6929841,4901,4.236, 14.61, 0.32, 7904, 1.124879, 0.627135,0,0,0,0,0,0,0,0,0,Simbad,284.92859,42.42231,6929841,14.897,7904.0,3.8978469315795716
3027,11137180,4915,4.666, 17.23, 0.04,14154, 1.109427, 0.645551,0,0,0,0,0,0,0,0,0,Simbad,291.6756,48.76256,11137180,15.489,14154.0,4.150879191269239
3029,5903749,5299,4.407, 18.95, 0.05, 7602, 1.127527, 0.627835,0,0,0,0,0,0,0,0,0,Simbad,298.75836,41.15988,5903749,14.948,7602.0,3.880927865267085
3034,2973386,3858,4.755, 38.12, 0.32, 5181, 0.719974, 0.428313,1,0,0,0,0,0,0,0,0,Simbad,286.98013,38.16522,2973386,15.572,5181.0,3.714413592287121
3049,6263593,4462,4.705, 12.41, 0.94,11145, 1.197690, 0.641702,0,0,0,0,0,0,0,0,0,Simbad,282.9975,41.67855,6263593,15.037,11145.0,4.047080072816256
3052,8827575,5284,4.404, 27.75, 0.68, 2388, 0.583697, 0.384828,0,0,0,0,0,0,0,0,0,Simbad,295.09027,45.08118,8827575,13.573,2388.0,3.3780343224573315
3060,11019987,6299,4.371, 13.18, 0.35,  468, 0.444501, 0.278030,0,0,0,0,0,0,0,0,0,Simbad,286.5806,48.54419,11019987,12.788,468.0,2.670245853074124
3061,4857058,4959,4.33, 29.53, 2.90, 3469, 0.451783, 0.326853,0,0,0,0,0,0,0,0,0,Simbad,297.04208,39.91223,4857058,14.316,3469.0,3.5402042998420598
3065,5040077,5589,4.507, 15.22, 0.06, 8213, 1.010484, 0.613860,0,0,0,0,0,0,0,0,0,Simbad,298.53967,40.18366,5040077,14.603,8213.0,3.914501822827314
3071,5865654,4807,4.189, 28.86, 0.33, 3465, 0.773709, 0.491042,0,0,0,0,0,0,0,0,0,Simbad,288.24377,41.11008,5865654,14.553,3465.0,3.5397032389478253
3083,7106173,5698,4.549, 21.23, 0.39, 1318, 0.442032, 0.317546,0,0,0,0,0,0,0,0,0,Simbad,287.97885,42.67936,7106173,12.857,1318.0,3.119915410257991
3090,6609270,3853,4.743, 27.05, 0.21,12378, 1.053414, 0.611695,1,0,0,0,0,0,0,0,0,Simbad,292.73764,42.01483,6609270,15.665,12378.0,4.092650478356795
3094,12352520,3807,4.754, 36.45, 0.10, 6152, 1.011703, 0.542539,1,0,0,0,0,0,0,0,0,Simbad,288.87436,51.15412,12352520,15.737,6152.0,3.7890163267933747
